Timetamp,Classification,Confidence
2022-11-20 18:36:11,Licking,0.8777277
2022-11-20 18:36:11,Licking,0.9300692
2022-11-20 18:36:11,Biting,0.97887886
2022-11-20 18:36:12,Licking,0.44701552
2022-11-20 18:36:12,Licking,0.5290701
2022-11-20 18:36:12,Licking,0.7642589
2022-11-20 18:36:13,Licking,0.559818
2022-11-20 18:36:13,Licking,0.39411452
2022-11-20 18:36:13,Licking,0.7915026
2022-11-20 18:36:14,Licking,0.5478023
2022-11-20 18:36:14,Biting,0.9386906
2022-11-20 18:36:14,Biting,0.91688955
2022-11-20 18:36:14,Biting,0.94894594
2022-11-20 18:36:15,Biting,0.9527944
2022-11-20 18:36:15,Biting,0.9658397
2022-11-20 18:36:16,Biting,0.96074134
2022-11-20 18:36:16,Biting,0.94159347
2022-11-20 18:36:16,Licking,0.76541215
2022-11-20 18:36:17,Biting,0.96443003
2022-11-20 18:36:17,Biting,0.98606694
2022-11-20 18:36:17,Biting,0.97559375
2022-11-20 18:36:18,Biting,0.96155393
2022-11-20 18:36:18,Biting,0.9748545
